Video,Score
22_sd21_common_voice_en_36499595_iplap.mp4,1.1
22_sd21_common_voice_en_36499596_iplap.mp4,1.8
22_sd21_common_voice_en_36499599_iplap.mp4,1.4
22_sd21_common_voice_en_36499600_iplap.mp4,2.2
22_sd21_common_voice_en_36499603_iplap.mp4,2
22_sd3_common_voice_en_36499595_iplap.mp4,1.4
22_sd3_common_voice_en_36499596_iplap.mp4,1
22_sd3_common_voice_en_36499599_iplap.mp4,1.3
22_sd3_common_voice_en_36499600_iplap.mp4,3
22_sd3_common_voice_en_36499603_iplap.mp4,0.5
23_dalle3_common_voice_en_35397115_iplap.mp4,2.8
23_dalle3_common_voice_en_35397117_iplap.mp4,1.8
23_dalle3_common_voice_en_35397118_iplap.mp4,2.3
23_dalle3_common_voice_en_35397967_iplap.mp4,1.4
23_dalle3_common_voice_en_35397968_iplap.mp4,2.4
23_flux_common_voice_en_35397115_iplap.mp4,2.5
23_flux_common_voice_en_35397117_iplap.mp4,3
23_flux_common_voice_en_35397118_iplap.mp4,1.5
23_flux_common_voice_en_35397967_iplap.mp4,1.4
23_flux_common_voice_en_35397968_iplap.mp4,1.3
23_fooocus_common_voice_en_35397115_iplap.mp4,3.2
23_fooocus_common_voice_en_35397117_iplap.mp4,3.1
23_fooocus_common_voice_en_35397118_iplap.mp4,0.6
23_fooocus_common_voice_en_35397967_iplap.mp4,1.5
23_fooocus_common_voice_en_35397968_iplap.mp4,1.6
23_idea_common_voice_en_35397115_iplap.mp4,2.3
23_idea_common_voice_en_35397117_iplap.mp4,1.2
23_idea_common_voice_en_35397118_iplap.mp4,3.7
23_idea_common_voice_en_35397967_iplap.mp4,1.2
23_idea_common_voice_en_35397968_iplap.mp4,3
23_kandinsky_common_voice_en_35397115_iplap.mp4,2.8
23_kandinsky_common_voice_en_35397117_iplap.mp4,0.5
23_kandinsky_common_voice_en_35397118_iplap.mp4,3.1
23_kandinsky_common_voice_en_35397967_iplap.mp4,2.6
23_kandinsky_common_voice_en_35397968_iplap.mp4,2.8
23_mid_common_voice_en_35397115_iplap.mp4,3
23_mid_common_voice_en_35397117_iplap.mp4,2.8
23_mid_common_voice_en_35397118_iplap.mp4,2.8
23_mid_common_voice_en_35397967_iplap.mp4,2.1
23_mid_common_voice_en_35397968_iplap.mp4,2.1
23_opendalle11_common_voice_en_35397115_iplap.mp4,2.7
23_opendalle11_common_voice_en_35397117_iplap.mp4,3.1
23_opendalle11_common_voice_en_35397118_iplap.mp4,3.5
23_opendalle11_common_voice_en_35397967_iplap.mp4,2
23_opendalle11_common_voice_en_35397968_iplap.mp4,2.7
23_proteus_common_voice_en_35397115_iplap.mp4,2.7
23_proteus_common_voice_en_35397117_iplap.mp4,3.1
23_proteus_common_voice_en_35397118_iplap.mp4,2.9
23_proteus_common_voice_en_35397967_iplap.mp4,1.2
23_proteus_common_voice_en_35397968_iplap.mp4,1.8
23_sd1_common_voice_en_35397115_iplap.mp4,0.7
23_sd1_common_voice_en_35397117_iplap.mp4,1.8
23_sd1_common_voice_en_35397118_iplap.mp4,2.9
23_sd1_common_voice_en_35397967_iplap.mp4,2.8
23_sd1_common_voice_en_35397968_iplap.mp4,2.4
23_sd15_common_voice_en_35397115_iplap.mp4,2.5
23_sd15_common_voice_en_35397117_iplap.mp4,2.2
23_sd15_common_voice_en_35397118_iplap.mp4,1.1
23_sd15_common_voice_en_35397967_iplap.mp4,2.5
23_sd15_common_voice_en_35397968_iplap.mp4,2.1
23_sd3_common_voice_en_35397115_iplap.mp4,1.9
23_sd3_common_voice_en_35397117_iplap.mp4,2.9
23_sd3_common_voice_en_35397118_iplap.mp4,3
23_sd3_common_voice_en_35397967_iplap.mp4,2.9
23_sd3_common_voice_en_35397968_iplap.mp4,3.3
24_dalle3_common_voice_en_36503619_iplap.mp4,1.8
24_dalle3_common_voice_en_36503621_iplap.mp4,2.1
24_dalle3_common_voice_en_36503623_iplap.mp4,1.4
24_dalle3_common_voice_en_36503624_iplap.mp4,3
24_dalle3_common_voice_en_36503625_iplap.mp4,2.6
24_flux_common_voice_en_36503619_iplap.mp4,2.4
24_flux_common_voice_en_36503621_iplap.mp4,1.7
24_flux_common_voice_en_36503623_iplap.mp4,1.9
24_flux_common_voice_en_36503624_iplap.mp4,3.3
24_flux_common_voice_en_36503625_iplap.mp4,0.9
24_fooocus_common_voice_en_36503619_iplap.mp4,1.8
24_fooocus_common_voice_en_36503621_iplap.mp4,2.5
24_fooocus_common_voice_en_36503623_iplap.mp4,2.7
24_fooocus_common_voice_en_36503624_iplap.mp4,0.7
24_fooocus_common_voice_en_36503625_iplap.mp4,3.2
24_idea_common_voice_en_36503619_iplap.mp4,1.7
24_idea_common_voice_en_36503621_iplap.mp4,2.4
24_idea_common_voice_en_36503623_iplap.mp4,1.1
24_idea_common_voice_en_36503624_iplap.mp4,2.1
24_idea_common_voice_en_36503625_iplap.mp4,2.2
24_kandinsky_common_voice_en_36503619_iplap.mp4,1.9
24_kandinsky_common_voice_en_36503621_iplap.mp4,0.5
24_kandinsky_common_voice_en_36503623_iplap.mp4,0.2
24_kandinsky_common_voice_en_36503624_iplap.mp4,2.6
24_kandinsky_common_voice_en_36503625_iplap.mp4,2.9
24_mid_common_voice_en_36503619_iplap.mp4,1.9
24_mid_common_voice_en_36503621_iplap.mp4,1.8
24_mid_common_voice_en_36503623_iplap.mp4,0.8
24_mid_common_voice_en_36503624_iplap.mp4,2.7
24_mid_common_voice_en_36503625_iplap.mp4,1.2
24_opendalle11_common_voice_en_36503619_iplap.mp4,2.4
24_opendalle11_common_voice_en_36503621_iplap.mp4,2.9
24_opendalle11_common_voice_en_36503623_iplap.mp4,1.4
24_opendalle11_common_voice_en_36503624_iplap.mp4,1.7
24_opendalle11_common_voice_en_36503625_iplap.mp4,3.1
24_proteus_common_voice_en_36503619_iplap.mp4,3
24_proteus_common_voice_en_36503621_iplap.mp4,2
24_proteus_common_voice_en_36503623_iplap.mp4,1.1
24_proteus_common_voice_en_36503624_iplap.mp4,2.2
24_proteus_common_voice_en_36503625_iplap.mp4,0.4
24_sd1_common_voice_en_36503619_iplap.mp4,3
24_sd1_common_voice_en_36503621_iplap.mp4,1.2
24_sd1_common_voice_en_36503623_iplap.mp4,2.8
24_sd1_common_voice_en_36503624_iplap.mp4,3
24_sd1_common_voice_en_36503625_iplap.mp4,3.1
24_sd15_common_voice_en_36503619_iplap.mp4,0.8
24_sd15_common_voice_en_36503621_iplap.mp4,0.4
24_sd15_common_voice_en_36503623_iplap.mp4,1
24_sd15_common_voice_en_36503624_iplap.mp4,1.9
24_sd15_common_voice_en_36503625_iplap.mp4,1.3
24_sd21_common_voice_en_36503619_iplap.mp4,2.9
24_sd21_common_voice_en_36503621_iplap.mp4,1.1
24_sd21_common_voice_en_36503623_iplap.mp4,2.4
24_sd21_common_voice_en_36503624_iplap.mp4,2.5
24_sd21_common_voice_en_36503625_iplap.mp4,2.2
24_sd3_common_voice_en_36503619_iplap.mp4,3
24_sd3_common_voice_en_36503621_iplap.mp4,3.1
24_sd3_common_voice_en_36503623_iplap.mp4,2.8
24_sd3_common_voice_en_36503624_iplap.mp4,3
24_sd3_common_voice_en_36503625_iplap.mp4,3
25_dalle3_common_voice_en_36339928_iplap.mp4,1.3
25_dalle3_common_voice_en_36339930_iplap.mp4,2.7
25_dalle3_common_voice_en_36339931_iplap.mp4,1.4
25_dalle3_common_voice_en_36339988_iplap.mp4,2.7
25_dalle3_common_voice_en_36339990_iplap.mp4,2.7
25_flux_common_voice_en_36339928_iplap.mp4,2.6
25_flux_common_voice_en_36339930_iplap.mp4,1.6
25_flux_common_voice_en_36339931_iplap.mp4,2.8
25_flux_common_voice_en_36339988_iplap.mp4,2.8
25_flux_common_voice_en_36339990_iplap.mp4,2.6
25_fooocus_common_voice_en_36339928_iplap.mp4,2.8
25_fooocus_common_voice_en_36339930_iplap.mp4,3.3
25_fooocus_common_voice_en_36339931_iplap.mp4,3.2
25_fooocus_common_voice_en_36339988_iplap.mp4,3.2
25_fooocus_common_voice_en_36339990_iplap.mp4,1.2
25_idea_common_voice_en_36339928_iplap.mp4,2.5
25_idea_common_voice_en_36339930_iplap.mp4,1.2
25_idea_common_voice_en_36339931_iplap.mp4,2.5
25_idea_common_voice_en_36339988_iplap.mp4,2.9
25_idea_common_voice_en_36339990_iplap.mp4,2.5
25_kandinsky_common_voice_en_36339928_iplap.mp4,1
25_kandinsky_common_voice_en_36339930_iplap.mp4,3.4
25_kandinsky_common_voice_en_36339931_iplap.mp4,3
25_kandinsky_common_voice_en_36339988_iplap.mp4,2.9
25_kandinsky_common_voice_en_36339990_iplap.mp4,3
25_mid_common_voice_en_36339928_iplap.mp4,3.1
25_mid_common_voice_en_36339930_iplap.mp4,0.8
25_mid_common_voice_en_36339931_iplap.mp4,2.2
25_mid_common_voice_en_36339988_iplap.mp4,2.3
25_mid_common_voice_en_36339990_iplap.mp4,2.5
25_opendalle11_common_voice_en_36339928_iplap.mp4,1.5
25_opendalle11_common_voice_en_36339930_iplap.mp4,1.2
25_opendalle11_common_voice_en_36339931_iplap.mp4,1.4
25_opendalle11_common_voice_en_36339988_iplap.mp4,3.1
25_opendalle11_common_voice_en_36339990_iplap.mp4,3
25_proteus_common_voice_en_36339928_iplap.mp4,1.8
25_proteus_common_voice_en_36339930_iplap.mp4,0.4
25_proteus_common_voice_en_36339931_iplap.mp4,2.5
25_proteus_common_voice_en_36339988_iplap.mp4,1.8
25_proteus_common_voice_en_36339990_iplap.mp4,1.8
25_sd1_common_voice_en_36339928_iplap.mp4,3
25_sd1_common_voice_en_36339930_iplap.mp4,1.8
25_sd1_common_voice_en_36339931_iplap.mp4,1.5
25_sd1_common_voice_en_36339988_iplap.mp4,2.5
25_sd1_common_voice_en_36339990_iplap.mp4,1.2
25_sd15_common_voice_en_36339928_iplap.mp4,2.8
25_sd15_common_voice_en_36339931_iplap.mp4,1.5
25_sd15_common_voice_en_36339988_iplap.mp4,2.6
25_sd15_common_voice_en_36339990_iplap.mp4,0.8
25_sd21_common_voice_en_36339928_iplap.mp4,2.8
25_sd21_common_voice_en_36339930_iplap.mp4,2.8
25_sd21_common_voice_en_36339931_iplap.mp4,0.4
25_sd21_common_voice_en_36339988_iplap.mp4,2.4
25_sd21_common_voice_en_36339990_iplap.mp4,3
25_sd3_common_voice_en_36339928_iplap.mp4,2.4
25_sd3_common_voice_en_36339930_iplap.mp4,0.4
25_sd3_common_voice_en_36339931_iplap.mp4,1.3
25_sd3_common_voice_en_36339988_iplap.mp4,2.8
25_sd3_common_voice_en_36339990_iplap.mp4,2.9
8_dalle3_common_voice_en_36509013_iplap.mp4,3.7
8_dalle3_common_voice_en_36509014_iplap.mp4,2.7
8_dalle3_common_voice_en_36509026_iplap.mp4,3.3
8_dalle3_common_voice_en_36509027_iplap.mp4,3.1
8_dalle3_common_voice_en_36509038_iplap.mp4,0.4
8_flux_common_voice_en_36509013_iplap.mp4,3.9
8_flux_common_voice_en_36509014_iplap.mp4,1.9
8_flux_common_voice_en_36509026_iplap.mp4,3
8_flux_common_voice_en_36509027_iplap.mp4,3
8_flux_common_voice_en_36509038_iplap.mp4,3.4
8_fooocus_common_voice_en_36509013_iplap.mp4,1.8
8_fooocus_common_voice_en_36509014_iplap.mp4,2.8
8_fooocus_common_voice_en_36509026_iplap.mp4,3
8_fooocus_common_voice_en_36509027_iplap.mp4,4.1
8_fooocus_common_voice_en_36509038_iplap.mp4,3.1
8_idea_common_voice_en_36509013_iplap.mp4,2.5
8_idea_common_voice_en_36509014_iplap.mp4,2.9
8_idea_common_voice_en_36509026_iplap.mp4,3.5
8_idea_common_voice_en_36509027_iplap.mp4,3
8_idea_common_voice_en_36509038_iplap.mp4,2.9
8_kandinsky_common_voice_en_36509013_iplap.mp4,3.2
8_kandinsky_common_voice_en_36509014_iplap.mp4,2.5
8_kandinsky_common_voice_en_36509026_iplap.mp4,3.1
8_kandinsky_common_voice_en_36509027_iplap.mp4,3
8_kandinsky_common_voice_en_36509038_iplap.mp4,3.1
8_mid_common_voice_en_36509013_iplap.mp4,3
8_mid_common_voice_en_36509014_iplap.mp4,3
8_mid_common_voice_en_36509026_iplap.mp4,2.8
8_mid_common_voice_en_36509027_iplap.mp4,3.7
8_mid_common_voice_en_36509038_iplap.mp4,3.4
8_opendalle11_common_voice_en_36509013_iplap.mp4,2.3
8_opendalle11_common_voice_en_36509014_iplap.mp4,3.1
8_opendalle11_common_voice_en_36509026_iplap.mp4,3.8
8_opendalle11_common_voice_en_36509027_iplap.mp4,3.2
8_opendalle11_common_voice_en_36509038_iplap.mp4,3.2
8_proteus_common_voice_en_36509013_iplap.mp4,2.4
8_proteus_common_voice_en_36509014_iplap.mp4,3
8_proteus_common_voice_en_36509026_iplap.mp4,2.9
8_proteus_common_voice_en_36509027_iplap.mp4,0.8
8_proteus_common_voice_en_36509038_iplap.mp4,2.8
8_sd1_common_voice_en_36509013_iplap.mp4,2.9
8_sd1_common_voice_en_36509014_iplap.mp4,2.3
8_sd1_common_voice_en_36509026_iplap.mp4,2.5
8_sd1_common_voice_en_36509027_iplap.mp4,3.9
8_sd1_common_voice_en_36509038_iplap.mp4,2.5
8_sd15_common_voice_en_36509013_iplap.mp4,3
8_sd15_common_voice_en_36509014_iplap.mp4,3.1
8_sd15_common_voice_en_36509026_iplap.mp4,0.6
8_sd15_common_voice_en_36509027_iplap.mp4,2.6
8_sd15_common_voice_en_36509038_iplap.mp4,2.4
8_sd21_common_voice_en_36509013_iplap.mp4,2.8
8_sd21_common_voice_en_36509014_iplap.mp4,1.6
8_sd21_common_voice_en_36509026_iplap.mp4,1.5
8_sd21_common_voice_en_36509027_iplap.mp4,2.8
8_sd21_common_voice_en_36509038_iplap.mp4,2.3
8_sd3_common_voice_en_36509013_iplap.mp4,2.9
8_sd3_common_voice_en_36509014_iplap.mp4,3.2
8_sd3_common_voice_en_36509026_iplap.mp4,3.1
8_sd3_common_voice_en_36509027_iplap.mp4,4.3
8_sd3_common_voice_en_36509038_iplap.mp4,3.5
15_dalle3_common_voice_en_36411224_makeittalk.mp4,3.1
15_dalle3_common_voice_en_36411240_makeittalk.mp4,2.6
15_dalle3_common_voice_en_36411274_makeittalk.mp4,3.5
15_dalle3_common_voice_en_36411286_makeittalk.mp4,3.6
15_dalle3_common_voice_en_36411293_makeittalk.mp4,3.1
15_flux_common_voice_en_36411224_makeittalk.mp4,3
15_flux_common_voice_en_36411240_makeittalk.mp4,2.3
15_flux_common_voice_en_36411274_makeittalk.mp4,2.1
15_flux_common_voice_en_36411286_makeittalk.mp4,2.9
15_flux_common_voice_en_36411293_makeittalk.mp4,2.9
15_fooocus_common_voice_en_36411224_makeittalk.mp4,3.6
15_fooocus_common_voice_en_36411240_makeittalk.mp4,3.4
15_fooocus_common_voice_en_36411274_makeittalk.mp4,3.5
15_fooocus_common_voice_en_36411286_makeittalk.mp4,3.3
15_fooocus_common_voice_en_36411293_makeittalk.mp4,3.3
15_idea_common_voice_en_36411224_makeittalk.mp4,3.5
15_idea_common_voice_en_36411240_makeittalk.mp4,3.1
15_idea_common_voice_en_36411274_makeittalk.mp4,3.5
15_idea_common_voice_en_36411286_makeittalk.mp4,2.8
15_idea_common_voice_en_36411293_makeittalk.mp4,3.4
15_kandinsky_common_voice_en_36411224_makeittalk.mp4,3.8
15_kandinsky_common_voice_en_36411240_makeittalk.mp4,3.3
15_kandinsky_common_voice_en_36411274_makeittalk.mp4,3
15_kandinsky_common_voice_en_36411286_makeittalk.mp4,2.5
15_kandinsky_common_voice_en_36411293_makeittalk.mp4,2.6
15_mid_common_voice_en_36411224_makeittalk.mp4,2.3
15_mid_common_voice_en_36411240_makeittalk.mp4,3.2
15_mid_common_voice_en_36411274_makeittalk.mp4,3
15_mid_common_voice_en_36411286_makeittalk.mp4,2.4
15_mid_common_voice_en_36411293_makeittalk.mp4,3.8
15_opendalle11_common_voice_en_36411224_makeittalk.mp4,2.7
15_opendalle11_common_voice_en_36411240_makeittalk.mp4,3.3
15_opendalle11_common_voice_en_36411274_makeittalk.mp4,2.8
15_opendalle11_common_voice_en_36411286_makeittalk.mp4,2.1
15_opendalle11_common_voice_en_36411293_makeittalk.mp4,3.5
15_proteus_common_voice_en_36411224_makeittalk.mp4,2.5
15_proteus_common_voice_en_36411240_makeittalk.mp4,2.8
15_proteus_common_voice_en_36411274_makeittalk.mp4,3.4
15_proteus_common_voice_en_36411286_makeittalk.mp4,2.6
15_proteus_common_voice_en_36411293_makeittalk.mp4,2.7
15_sd21_common_voice_en_36411224_makeittalk.mp4,4.4
15_sd21_common_voice_en_36411240_makeittalk.mp4,2.6
15_sd21_common_voice_en_36411274_makeittalk.mp4,2.9
15_sd21_common_voice_en_36411286_makeittalk.mp4,3.2
15_sd21_common_voice_en_36411293_makeittalk.mp4,3.4
15_sd3_common_voice_en_36411224_makeittalk.mp4,3.2
15_sd3_common_voice_en_36411240_makeittalk.mp4,2.5
15_sd3_common_voice_en_36411274_makeittalk.mp4,2.5
15_sd3_common_voice_en_36411286_makeittalk.mp4,3.1
15_sd3_common_voice_en_36411293_makeittalk.mp4,1.3
17_dalle3_common_voice_en_36505759_makeittalk.mp4,2
17_dalle3_common_voice_en_36505760_makeittalk.mp4,2.9
17_dalle3_common_voice_en_36505761_makeittalk.mp4,2.6
17_dalle3_common_voice_en_36505762_makeittalk.mp4,2.4
17_dalle3_common_voice_en_36505763_makeittalk.mp4,2.8
17_flux_common_voice_en_36505759_makeittalk.mp4,3.5
17_flux_common_voice_en_36505760_makeittalk.mp4,3.1
17_flux_common_voice_en_36505761_makeittalk.mp4,3.3
17_flux_common_voice_en_36505762_makeittalk.mp4,3.4
17_flux_common_voice_en_36505763_makeittalk.mp4,2.7
17_fooocus_common_voice_en_36505759_makeittalk.mp4,3.8
17_fooocus_common_voice_en_36505760_makeittalk.mp4,3.1
17_fooocus_common_voice_en_36505761_makeittalk.mp4,3.4
17_fooocus_common_voice_en_36505762_makeittalk.mp4,4.1
17_fooocus_common_voice_en_36505763_makeittalk.mp4,2.7
17_idea_common_voice_en_36505759_makeittalk.mp4,2.9
17_idea_common_voice_en_36505760_makeittalk.mp4,3.3
17_idea_common_voice_en_36505761_makeittalk.mp4,3.3
17_idea_common_voice_en_36505762_makeittalk.mp4,2.1
17_idea_common_voice_en_36505763_makeittalk.mp4,2.7
17_kandinsky_common_voice_en_36505759_makeittalk.mp4,3.3
17_kandinsky_common_voice_en_36505760_makeittalk.mp4,3.2
17_kandinsky_common_voice_en_36505761_makeittalk.mp4,3.5
17_kandinsky_common_voice_en_36505762_makeittalk.mp4,2.4
17_kandinsky_common_voice_en_36505763_makeittalk.mp4,3.5
17_mid_common_voice_en_36505759_makeittalk.mp4,3
17_mid_common_voice_en_36505760_makeittalk.mp4,2.5
17_mid_common_voice_en_36505761_makeittalk.mp4,2.4
17_mid_common_voice_en_36505762_makeittalk.mp4,2.5
17_mid_common_voice_en_36505763_makeittalk.mp4,3
17_opendalle11_common_voice_en_36505759_makeittalk.mp4,0.9
17_opendalle11_common_voice_en_36505760_makeittalk.mp4,3
17_opendalle11_common_voice_en_36505761_makeittalk.mp4,2.5
17_opendalle11_common_voice_en_36505762_makeittalk.mp4,2.3
17_opendalle11_common_voice_en_36505763_makeittalk.mp4,2.4
17_proteus_common_voice_en_36505759_makeittalk.mp4,2.7
17_proteus_common_voice_en_36505760_makeittalk.mp4,3.9
17_proteus_common_voice_en_36505761_makeittalk.mp4,3.8
17_proteus_common_voice_en_36505762_makeittalk.mp4,3.6
17_proteus_common_voice_en_36505763_makeittalk.mp4,2.3
17_sd1_common_voice_en_36505759_makeittalk.mp4,2.8
17_sd1_common_voice_en_36505760_makeittalk.mp4,2.8
17_sd1_common_voice_en_36505761_makeittalk.mp4,1.6
17_sd1_common_voice_en_36505762_makeittalk.mp4,2.5
17_sd1_common_voice_en_36505763_makeittalk.mp4,2.3
17_sd3_common_voice_en_36505759_makeittalk.mp4,1.8
17_sd3_common_voice_en_36505760_makeittalk.mp4,3.4
17_sd3_common_voice_en_36505761_makeittalk.mp4,2.6
17_sd3_common_voice_en_36505762_makeittalk.mp4,3.5
17_sd3_common_voice_en_36505763_makeittalk.mp4,3.2
18_dalle3_common_voice_en_35261687_makeittalk.mp4,2.8
18_dalle3_common_voice_en_35261702_makeittalk.mp4,3.5
18_dalle3_common_voice_en_35261730_makeittalk.mp4,2.8
18_dalle3_common_voice_en_35261735_makeittalk.mp4,2.6
18_dalle3_common_voice_en_35299831_makeittalk.mp4,2.5
18_flux_common_voice_en_35261687_makeittalk.mp4,2.5
18_flux_common_voice_en_35261702_makeittalk.mp4,2.5
18_flux_common_voice_en_35261730_makeittalk.mp4,2.8
18_flux_common_voice_en_35261735_makeittalk.mp4,3.1
18_flux_common_voice_en_35299831_makeittalk.mp4,3
18_fooocus_common_voice_en_35261687_makeittalk.mp4,1.3
18_fooocus_common_voice_en_35261702_makeittalk.mp4,3
18_fooocus_common_voice_en_35261730_makeittalk.mp4,3.5
18_fooocus_common_voice_en_35261735_makeittalk.mp4,3.1
18_fooocus_common_voice_en_35299831_makeittalk.mp4,3.8
18_idea_common_voice_en_35261687_makeittalk.mp4,0.7
18_idea_common_voice_en_35261702_makeittalk.mp4,1.4
18_idea_common_voice_en_35261730_makeittalk.mp4,0.9
18_idea_common_voice_en_35261735_makeittalk.mp4,2.6
18_idea_common_voice_en_35299831_makeittalk.mp4,0.5
18_kandinsky_common_voice_en_35261687_makeittalk.mp4,3
18_kandinsky_common_voice_en_35261702_makeittalk.mp4,2.4
18_kandinsky_common_voice_en_35261730_makeittalk.mp4,2.7
18_kandinsky_common_voice_en_35261735_makeittalk.mp4,2.9
18_kandinsky_common_voice_en_35299831_makeittalk.mp4,2.6
18_mid_common_voice_en_35261687_makeittalk.mp4,2.4
18_mid_common_voice_en_35261702_makeittalk.mp4,2.8
18_mid_common_voice_en_35261730_makeittalk.mp4,3.6
18_mid_common_voice_en_35261735_makeittalk.mp4,2.5
18_mid_common_voice_en_35299831_makeittalk.mp4,2.3
18_opendalle11_common_voice_en_35261687_makeittalk.mp4,2.7
18_opendalle11_common_voice_en_35261702_makeittalk.mp4,3
18_opendalle11_common_voice_en_35261730_makeittalk.mp4,3.9
18_opendalle11_common_voice_en_35261735_makeittalk.mp4,3.5
18_opendalle11_common_voice_en_35299831_makeittalk.mp4,3.3
18_proteus_common_voice_en_35261687_makeittalk.mp4,2.4
18_proteus_common_voice_en_35261702_makeittalk.mp4,2.5
18_proteus_common_voice_en_35261730_makeittalk.mp4,2.7
18_proteus_common_voice_en_35261735_makeittalk.mp4,2.4
18_proteus_common_voice_en_35299831_makeittalk.mp4,2.6
18_sd1_common_voice_en_35261687_makeittalk.mp4,3.2
18_sd1_common_voice_en_35261702_makeittalk.mp4,2.8
18_sd1_common_voice_en_35261730_makeittalk.mp4,2.8
18_sd1_common_voice_en_35261735_makeittalk.mp4,3.4
18_sd1_common_voice_en_35299831_makeittalk.mp4,3.1
18_sd15_common_voice_en_35261687_makeittalk.mp4,1.8
18_sd15_common_voice_en_35261702_makeittalk.mp4,2.9
18_sd15_common_voice_en_35261730_makeittalk.mp4,3.3
18_sd15_common_voice_en_35261735_makeittalk.mp4,2
18_sd15_common_voice_en_35299831_makeittalk.mp4,2.7
18_sd21_common_voice_en_35261687_makeittalk.mp4,2.4
18_sd21_common_voice_en_35261702_makeittalk.mp4,2.5
18_sd21_common_voice_en_35261730_makeittalk.mp4,1.3
18_sd21_common_voice_en_35261735_makeittalk.mp4,2.5
18_sd21_common_voice_en_35299831_makeittalk.mp4,2.3
18_sd3_common_voice_en_35261687_makeittalk.mp4,3.1
18_sd3_common_voice_en_35261702_makeittalk.mp4,3.1
18_sd3_common_voice_en_35261730_makeittalk.mp4,2.8
18_sd3_common_voice_en_35261735_makeittalk.mp4,2.5
18_sd3_common_voice_en_35299831_makeittalk.mp4,2.7
22_dalle3_common_voice_en_36499595_makeittalk.mp4,3.7
22_dalle3_common_voice_en_36499596_makeittalk.mp4,2.6
22_dalle3_common_voice_en_36499599_makeittalk.mp4,2.8
22_dalle3_common_voice_en_36499600_makeittalk.mp4,2.8
22_dalle3_common_voice_en_36499603_makeittalk.mp4,3.2
22_flux_common_voice_en_36499595_makeittalk.mp4,3
22_flux_common_voice_en_36499596_makeittalk.mp4,3.3
22_flux_common_voice_en_36499599_makeittalk.mp4,2.1
22_flux_common_voice_en_36499600_makeittalk.mp4,1.1
22_flux_common_voice_en_36499603_makeittalk.mp4,3.4
22_fooocus_common_voice_en_36499595_makeittalk.mp4,3.5
22_fooocus_common_voice_en_36499596_makeittalk.mp4,2.4
22_fooocus_common_voice_en_36499599_makeittalk.mp4,3.3
22_fooocus_common_voice_en_36499600_makeittalk.mp4,3.4
22_idea_common_voice_en_36499595_makeittalk.mp4,1.2
22_idea_common_voice_en_36499596_makeittalk.mp4,1.3
22_idea_common_voice_en_36499599_makeittalk.mp4,3.1
22_idea_common_voice_en_36499600_makeittalk.mp4,2.6
22_idea_common_voice_en_36499603_makeittalk.mp4,1.3
22_kandinsky_common_voice_en_36499595_makeittalk.mp4,3.2
22_kandinsky_common_voice_en_36499596_makeittalk.mp4,1.6
22_kandinsky_common_voice_en_36499599_makeittalk.mp4,3
22_kandinsky_common_voice_en_36499600_makeittalk.mp4,2.2
22_kandinsky_common_voice_en_36499603_makeittalk.mp4,2.4
22_mid_common_voice_en_36499595_makeittalk.mp4,2.5
22_mid_common_voice_en_36499596_makeittalk.mp4,2.8
22_mid_common_voice_en_36499599_makeittalk.mp4,1.7
22_mid_common_voice_en_36499600_makeittalk.mp4,2.2
22_mid_common_voice_en_36499603_makeittalk.mp4,1.8
22_opendalle11_common_voice_en_36499595_makeittalk.mp4,1.7
22_opendalle11_common_voice_en_36499596_makeittalk.mp4,2.3
22_opendalle11_common_voice_en_36499599_makeittalk.mp4,2.4
22_opendalle11_common_voice_en_36499600_makeittalk.mp4,2.7
22_opendalle11_common_voice_en_36499603_makeittalk.mp4,1.8
22_proteus_common_voice_en_36499595_makeittalk.mp4,2.3
22_proteus_common_voice_en_36499596_makeittalk.mp4,2.3
22_proteus_common_voice_en_36499599_makeittalk.mp4,2.5
22_proteus_common_voice_en_36499600_makeittalk.mp4,3.3
22_proteus_common_voice_en_36499603_makeittalk.mp4,2.7
22_sd1_common_voice_en_36499595_makeittalk.mp4,2.9
22_sd1_common_voice_en_36499596_makeittalk.mp4,2.3
22_sd1_common_voice_en_36499599_makeittalk.mp4,3
22_sd1_common_voice_en_36499600_makeittalk.mp4,3.2
22_sd1_common_voice_en_36499603_makeittalk.mp4,3
22_sd21_common_voice_en_36499595_makeittalk.mp4,2.3
22_sd21_common_voice_en_36499596_makeittalk.mp4,2
22_sd21_common_voice_en_36499599_makeittalk.mp4,3.3
22_sd21_common_voice_en_36499600_makeittalk.mp4,2.7
22_sd21_common_voice_en_36499603_makeittalk.mp4,2.4
22_sd3_common_voice_en_36499595_makeittalk.mp4,2.8
22_sd3_common_voice_en_36499596_makeittalk.mp4,0.6
22_sd3_common_voice_en_36499599_makeittalk.mp4,1.8
22_sd3_common_voice_en_36499600_makeittalk.mp4,1.9
22_sd3_common_voice_en_36499603_makeittalk.mp4,2.3
23_dalle3_common_voice_en_35397115_makeittalk.mp4,2.8
23_dalle3_common_voice_en_35397117_makeittalk.mp4,2.6
23_dalle3_common_voice_en_35397118_makeittalk.mp4,3.2
23_dalle3_common_voice_en_35397967_makeittalk.mp4,2.4
23_dalle3_common_voice_en_35397968_makeittalk.mp4,2.7
23_flux_common_voice_en_35397115_makeittalk.mp4,2.7
23_flux_common_voice_en_35397117_makeittalk.mp4,2.9
23_flux_common_voice_en_35397118_makeittalk.mp4,2.6
